title,sentence,date
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 11",Bitcoin has had rallies in the second quarters of both 2016 and 2017. Are we in for another one?,2018-04-12
New York Townhouse Now On Sale For $45 Mln In Cryptocurrency,Blockchain investor and hedge fund manager Claudio Guazzoni de Zanett lists his six-story NYC townhouse for $45 mln in crypto,2018-04-12
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 09","The ongoing bear market might not be such a bad thing, as it helps the markets become mature enough for institutional money.",2018-04-10
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 06",Technical analysis on top 9 cryptocurrencies.,2018-04-07
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 04",Technical analysis on top 9 cryptocurrencies.,2018-04-05
"Bitcoin Stays Over $7,000 And Ethereum Breaks $400 Again As Market Climbs Steadily Higher","Crypto markets continue their slight upturn after this month’s lows, with BTC and ETH above psychological price points $7,000 and $400.",2018-04-03
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 02",Technical analysis on top 9 cryptocurrencies.,2018-04-03
Equity and Cryptocurrency Markets: Weekly Performance Review,An analytical overview of the stock and crypto markets.,2018-04-02
Is Crypto Space Fated to Become Another Dotcom Bubble?,An expert view on crypto ‘bubble’ accusations.,2018-04-01
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 30",Technical analysis on top 9 cryptocurrencies.,2018-03-31
"Crypto Markets See Monthly Lows, BTC Trading Around $7,000","BTC and ETH have briefly dipped below the $7,000 and $400 benchmark respectively after Twitter’sand Mailchimp’s crypto bans.",2018-03-30
Ripple Gives Away 'The Largest Donation Of Cryptocurrency' To Support Public Schools,Cryptocurrency startup Ripple donated $29 mln worth of its own cryptocurrency XRP to support public schools via DonorsChoose charity platform.,2018-03-30
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 28",Technical analysis on top 9 cryptocurrencies.,2018-03-29
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 26",Technical analysis on top 9 cryptocurrencies.,2018-03-27
"Co-Founder Of Ripple, Stellar: Blockchain Needs To Be Decentralized To Be Successful","Stellar’s CTO Jed McCaleb claims that decentralization is the only way for Blockchain networks to succeed in the long-term, compares with Internet.",2018-03-25
Santander: We’ll Launch Int’l Payment App With Ripple This Spring If No One Beats Us To It,Santander has announced the upcoming launch of an international money transferring  mobile app that will use Ripple’s technology.,2018-03-25
"Bitcoin, Ethereum Grow 18% On The Week, Markets In Green","The crypto markets are in the green today, with BTC close to $9,000 and ETH inching closer to $600.",2018-03-24
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 23",The latest technical analysis on top 9 cryptocurrencies.,2018-03-24
"Over $6.2 Mln In Crypto Assets Lost To Fraud, Hacks In Japan Last Year",A new annual report from Japan’s National Police Agency shows that over $6.2 mln in crypto was lost to hacks and fraud last year.,2018-03-22
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 21",Technical analysis on top 9 cryptocurrencies.,2018-03-22
Stellar’s McCaleb: Blockchain Could Power ‘Universal Payments Network’ By 2028,"Blockchain technology could power a “universal payments network” and let all equity be tokenized within 10 years, Stellar CTO Jed McCaleb says.",2018-03-22
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 19",Technical analysis on top 9 cryptocurrencies.,2018-03-20
"BTC Falls Below $8,000 Again After Week Of Mixed Signals","As the crypto markets drop across the board, BTC’s price has fallen the slowest, resulting in its steadily rising market dominance.",2018-03-18
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 16",Trading forecast on top 9 cryptocurrencies.,2018-03-17
"BTC, ETH See Small Growth After Yesterday’s Fall To Monthly Lows",Top coins on CoinMarketCap see slight growth after yesterday’s slump to monthly lows.,2018-03-16
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 14",The latest technical analysis on most popular cryptocurrencies.,2018-03-15
R3 v. Ripple Lawsuit To Be Decided In NY As XRP Loses Its Appeal To CA Court,"Blockchain developer Ripple has lost its opportunity to fight against R3 in its home state California. Now, the case is expected to be settled by a New York court.",2018-03-14
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 12",Don’t miss the latest trading suggestions.,2018-03-13
Cryptocurrency and Equity Markets: Weekly Performance Review,An overview of the global equity and crypto markets.,2018-03-12
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 10",Technical analysis on top 9 cryptocurrencies.,2018-03-11
99 Out Of 100 Top Coins See Green As Bitcoin Climbs Back Above $9K,"Cryptocurrency markets see a slight pickup across the board as BTC breaks $9,000 again, altcoins show up to 25% growth.",2018-03-11
Coinbase Drawing Fire From All Sides: What’s Going on at US’s Biggest Exchange?,"Coinbase has had a busy week, copping lawsuits, fighting Ripple rumors, and launching an Index Fund",2018-03-10
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 8",A market overview with top 9 cryptocurrencies movement analysis.,2018-03-09
"Ripple’s New Global Head of Banking Talks About RippleNet, PSD2 and the Future of Payment","Cointelegraph spoke with Marjan Delatinne, global head of banking at Ripple, about her experience, banking, and the future of global payment.",2018-03-09
Crypto Markets Take A Slump After Quiet Week,"The top ten coins on CoinMarketCap are in the red, down by a significant percentage today following a possible hack of Binance users.",2018-03-08
Consortium Of 61 Japanese Banks To Release Instant Mobile Payment App Powered By Ripple,The 61-bank Japanese Bank Consortium has partnered with Ripple to release an instant domestic money transferring app this fall.,2018-03-07
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, March 06",The latest technical analysis on top 9 cryptocurrencies.,2018-03-07
Ripple CEO Talks Liquidity And Regulation: Ultimately Governments Aren’t Going Away,"Brad Garlinghouse, CEO of Ripple, talks to Cointelegraph about why Ripple is regulation-friendly and how it’s addressing the problem of global liquidity",2018-03-06
"Price Analysis, March 02: Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS","If you trade, you can’t miss this.",2018-03-03
South Korean Bank Plans ‘Commercial’ Ripple Remittances By 2019,Ripple-based remittances are set to launch with South Korean bank Woori Bank.,2018-03-02
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb 28",Technical analysis on top 9 cryptocurrencies.,2018-03-01
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb. 26",Top 9 cryptocurrency prices analyzed.,2018-02-27
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb. 23",Latest trading review on most popular cryptocurrencies.,2018-02-24
"Crypto Markets Continue Experiencing Slump, BTC Dips Below $10,000","The crypto market is in the red again today, with Bitcoin dipping below $10,000 at one point, and Ethereum moving closer to $800.",2018-02-23
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, February 21, 2018",Don’t miss the latest trading review on top 9 most popular cryptocurrencies.,2018-02-22
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb. 19","The latest top 9 cryptocurrencies analysis, make sure you check it to find out what’s going to happen with the prices.",2018-02-20
"Equity Markets vs. Cryptocurrency Markets: Weekly Performance Review, Feb. 10 – 16",Weekly analysis of the equity and cryptocurrency markets over the week. Feb. 10 – 16.,2018-02-19
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb. 16",Latest trading review on most popular cryptocurrencies.,2018-02-17
"Happy Chinese New Year, and How Crypto Will Remember the Last One","With the Chinese New Year dawning, it is worth looking over what happened in the year of the Rooster.",2018-02-16
"Crypto Markets Continue Experiencing Slight Growth, Bitcoin Passes $10k","The crypto markets are experiencing a slow and steady upward trend this week, with Bitcoin going above $10 thousand.",2018-02-16
Western Union Confirms Testing Ripple Technology For Money Transfers,Western Union has confirmed testing transactions based on Ripple’s Blockchain to provide faster and cheaper domestic and cross-border transfers.,2018-02-15
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, February 14 2018","The cryptomarket stands strong, with all top 9 coins moving up. The question is how high?",2018-02-15
Paying Tax in Crypto Ironically Triggers More Taxes - Expert Take,"Every time you transfer crypto into fiat, you might trigger gain or loss.",2018-02-15
Forbes' ‘Fintech 50 For 2018’ List Includes 11 Blockchain & Crypto Companies,Forbes' list of the top 50 fintech companies of the year contains 11 companies related to Blockchain technology and cryptocurrency.,2018-02-15
Ripple Partners With Saudi Arabian Monetary Authority To Offer Pilot Program For Banks,Ripple and the Saudi Arabian Monetary Authority have announced a partnership to form a pilot program for cross-border payments with Saudi Arabian banks.,2018-02-14
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb. 12","Cryptocurrencies are going up, have you placed your orders already?",2018-02-13
"Equity Markets vs. Cryptocurrency Markets: Weekly Performance Review, Feb. 5 - 11","After one of the worst weeks for global markets, see how they’re doing compared to the crypto world.",2018-02-12
Bitcoin Price Makes Little Progress This Week As Analysts Spy $10k Resistance,‘Sideways’ is an apt term to describe Bitcoin’s growth this week as seven days begin and end around $8300.,2018-02-12
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, Feb. 09",A technical analysis of cryptocurrencies price and their short-term movements.,2018-02-10
"Dow Jones Drops Another 1000 Points In A Week, Crypto Markets Don’t Quite Follow","The Dow Jones fell more than 1000 points again today, but the crypto markets seems to be rallying still after the SEC and CFTC hearing, with BTC trading at around $8000.",2018-02-09
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, NEM, NEO, EOS: Price Analysis, February 7 2018",See if we can find signs of bullishness in the cryptocurrency market.,2018-02-08
Ripple’s Global Financial Network Partners With China-Based Payment Provider,"LianLian, a Chinese payment services provider, and RippleNet have announced a partnership designed to speed up transactions between China and RippleNet users in the US and Europe.",2018-02-08
"Crypto Market Sees Slight Rebound During SEC, CFTC Hearings",The crypto market has gone slightly up during the hearings held jointly by the SEC and CFTC.,2018-02-07
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, NEM, NEO, EOS: Price Analysis, Feb 05","Bitcoin has fallen below $7000, altcoins are moving down as well. See what orders to place in this volatile market, if any.",2018-02-06
Bitcoin Not Giving a Big Enough Hit as ‘Gateway Drug’,"As the digital currency that gets everyone in, Bitcoin is leading users to other coins in the market",2018-02-05
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, NEM, NEO, EOS: Price Analysis, February 2, 2018","An analytical overview on cryptocurrencies prices, their movements and orders.",2018-02-03
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, NEM, NEO, EOS: Price Analysis, Jan. 31",EOS and NEO have joined the club.,2018-02-01
Art and Blockchain: Revolution in Art Collecting,"What possibilities of purchasing art in crypto exist for museums, art galleries and private investors and what are the advantages of Blockchain technology in art sphere.",2018-01-31
Unknown Heroes: Little Coins That Generate Big Profit,"There is another area on the market - less known, but not less profitable: emerging crypto assets that are not yet listed on major exchanges for some reason.",2018-01-31
"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, NEM, Cardano: Price Analysis, Jan. 29",See if you should go long or short.,2018-01-30
Equity Markets vs. Cryptocurrency Markets: Weekly Performance Review,A comparative analysis of indices and cryptocurrencies movement.,2018-01-29
